# 1:iteration	2:time	3:patch	4:level	5:i	6:j	7:k	8:x	9:y	10:z	11:u_err	12:rho_err
504	1.7500000000000182e+00	0	0	72	72	-3	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.1666666666666670e+00	4.5537847031360307e-19	-7.3797821489889972e-17
504	1.7500000000000182e+00	0	0	72	72	-2	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.1111111111111107e+00	9.8170047420848399e-19	2.0189580853132694e-17
504	1.7500000000000182e+00	0	0	72	72	-1	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.0555555555555554e+00	1.6377032956674274e-20	8.3043232220859947e-18
504	1.7500000000000182e+00	0	0	72	72	0	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.0000000000000000e+00	-1.9221941128307007e-19	-2.9539360910273365e-18
504	1.7500000000000182e+00	0	0	72	72	1	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.9444444444444446e+00	1.6377032956358813e-20	8.3043232220741264e-18
504	1.7500000000000182e+00	0	0	72	72	2	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.8888888888888888e+00	9.8170047420795070e-19	2.0189580853150576e-17
504	1.7500000000000182e+00	0	0	72	72	3	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.8333333333333335e+00	4.5537847031668524e-19	-7.3797821489771495e-17
504	1.7500000000000182e+00	0	0	72	72	4	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.7777777777777777e+00	-8.7939245401629442e-18	-2.4155712599600582e-16
504	1.7500000000000182e+00	0	0	72	72	5	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.7222222222222223e+00	-1.1778190032523353e-17	4.4879226426451414e-16
504	1.7500000000000182e+00	0	0	72	72	6	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.6666666666666665e+00	6.7498430657005442e-17	2.5470876898181768e-15
504	1.7500000000000182e+00	0	0	72	72	7	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.6111111111111112e+00	1.8000388961804699e-16	-8.3131803969949697e-16
504	1.7500000000000182e+00	0	0	72	72	8	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.5555555555555554e+00	-3.2752797781364029e-16	-2.1101741923402072e-14
504	1.7500000000000182e+00	0	0	72	72	9	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.5000000000000000e+00	-1.8233233576260509e-15	-2.0037009457556836e-14
504	1.7500000000000182e+00	0	0	72	72	10	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.4444444444444446e+00	3.1491863839059063e-16	1.4327567248811092e-13
504	1.7500000000000182e+00	0	0	72	72	11	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.3888888888888888e+00	1.7260529957186726e-14	4.6804245388504418e-13
504	1.7500000000000182e+00	0	0	72	72	12	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.3333333333333335e+00	4.2411847057225858e-14	1.7250122364786057e-13
